System.InvalidOperationException: 'PakistanAccountingERP.Infrastructure.Repositories.UnitOfWork' type only implements IAsyncDisposable. Use DisposeAsync to dispose the container.
   at Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceProviderEngineScope.Dispose()
   at PakistanAccountingERP.Infrastructure.Services.ScheduledBackupHostedService.ExecuteAsync(CancellationToken stoppingToken) in C:\Users\Muhammad Israr Ali\PakistanAccountingERP\src\Infrastructure\Services\ScheduledBackupHostedService.cs:line 44
2026-06-10 09:56:36.070 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 64.1085 ms
2026-06-10 09:56:36.885 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.4648 ms
2026-06-10 09:56:37.636 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 7.7819 ms
2026-06-10 09:56:40.191 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 12.8417 ms
2026-06-10 09:57:27.456 +05:00 [INF] HTTP POST /api/sales-invoices responded 400 in 125.4908 ms
2026-06-10 09:57:40.131 +05:00 [INF] HTTP GET /VendorBills responded 200 in 11.7650 ms
2026-06-10 09:57:40.417 +05:00 [INF] HTTP GET /api/company/list responded 200 in 21.5523 ms
2026-06-10 09:57:40.417 +05:00 [INF] HTTP GET /api/company/current responded 200 in 20.6627 ms
2026-06-10 09:57:40.457 +05:00 [INF] HTTP GET /api/company/current responded 200 in 11.0340 ms
2026-06-10 09:57:40.519 +05:00 [INF] HTTP GET /api/vendor-bills/datatable responded 200 in 35.1657 ms
2026-06-10 09:57:45.056 +05:00 [INF] HTTP POST /api/vendor-bills/19/approve responded 200 in 515.4473 ms
2026-06-10 09:57:45.071 +05:00 [INF] HTTP GET /api/vendor-bills/datatable responded 200 in 7.3869 ms
2026-06-10 09:57:48.390 +05:00 [INF] HTTP GET /SalesInvoices responded 200 in 79.5215 ms
2026-06-10 09:57:48.423 +05:00 [INF] HTTP GET /js/modules/sales-invoice-fbr.js responded 304 in 0.5087 ms
2026-06-10 09:57:48.431 +05:00 [INF] HTTP GET /js/modules/sales-invoices.js responded 304 in 0.6081 ms
2026-06-10 09:57:48.482 +05:00 [INF] HTTP GET /api/company/list responded 200 in 24.4863 ms
2026-06-10 09:57:48.487 +05:00 [INF] HTTP GET /api/company/current responded 200 in 27.0455 ms
2026-06-10 09:57:48.560 +05:00 [INF] HTTP GET /api/company/current responded 200 in 6.4647 ms
2026-06-10 09:57:48.646 +05:00 [INF] HTTP GET /api/sales-invoices/datatable responded 200 in 79.2171 ms
2026-06-10 09:57:55.641 +05:00 [INF] HTTP GET /SalesInvoices/Create responded 200 in 10.9831 ms
2026-06-10 09:57:55.731 +05:00 [INF] HTTP GET /api/company/list responded 200 in 12.0831 ms
2026-06-10 09:57:55.733 +05:00 [INF] HTTP GET /api/company/current responded 200 in 11.6517 ms
2026-06-10 09:57:55.821 +05:00 [INF] HTTP GET /api/company/current responded 200 in 20.2455 ms
2026-06-10 09:57:55.821 +05:00 [INF] HTTP GET /api/lookup/scenario-types responded 200 in 16.9738 ms
2026-06-10 09:57:55.821 +05:00 [INF] HTTP GET /api/sales-invoices/tax-rates responded 200 in 17.6147 ms
2026-06-10 09:57:55.833 +05:00 [INF] HTTP GET /api/sales-invoices/next-invoice-number responded 200 in 30.8769 ms
2026-06-10 09:57:55.859 +05:00 [INF] HTTP GET /api/sales-invoices/customers responded 200 in 55.6222 ms
2026-06-10 09:57:55.877 +05:00 [INF] HTTP GET /api/lookup/lot-numbers responded 200 in 72.4294 ms
2026-06-10 09:57:55.886 +05:00 [INF] HTTP GET /api/sales-invoices/items responded 200 in 82.4450 ms
2026-06-10 09:57:55.949 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 14.9922 ms
2026-06-10 09:58:02.222 +05:00 [INF] HTTP GET /SalesInvoices responded 200 in 7.9580 ms
2026-06-10 09:58:02.298 +05:00 [INF] HTTP GET /api/company/list responded 200 in 9.2124 ms
2026-06-10 09:58:02.303 +05:00 [INF] HTTP GET /api/company/current responded 200 in 13.5909 ms
2026-06-10 09:58:02.398 +05:00 [INF] HTTP GET /api/sales-invoices/datatable responded 200 in 15.3656 ms
2026-06-10 09:58:02.406 +05:00 [INF] HTTP GET /api/company/current responded 200 in 23.7592 ms
2026-06-10 09:58:12.439 +05:00 [INF] HTTP GET /SalesInvoices/Create responded 200 in 9.2052 ms
2026-06-10 09:58:12.546 +05:00 [INF] HTTP GET /api/company/list responded 200 in 7.3503 ms
2026-06-10 09:58:12.552 +05:00 [INF] HTTP GET /api/company/current responded 200 in 9.9173 ms
2026-06-10 09:58:12.618 +05:00 [INF] HTTP GET /api/company/current responded 200 in 4.5247 ms
2026-06-10 09:58:12.631 +05:00 [INF] HTTP GET /api/sales-invoices/next-invoice-number responded 200 in 11.5105 ms
2026-06-10 09:58:12.642 +05:00 [INF] HTTP GET /api/sales-invoices/tax-rates responded 200 in 20.4679 ms
2026-06-10 09:58:12.660 +05:00 [INF] HTTP GET /api/lookup/scenario-types responded 200 in 19.4497 ms
2026-06-10 09:58:12.665 +05:00 [INF] HTTP GET /api/sales-invoices/customers responded 200 in 46.3474 ms
2026-06-10 09:58:12.674 +05:00 [INF] HTTP GET /api/lookup/lot-numbers responded 200 in 31.9056 ms
2026-06-10 09:58:12.683 +05:00 [INF] HTTP GET /api/sales-invoices/items responded 200 in 62.2601 ms
2026-06-10 09:58:12.747 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 5.4348 ms
2026-06-10 09:58:38.110 +05:00 [INF] HTTP GET /api/lookup/lot-detail responded 200 in 46.9584 ms
2026-06-10 09:58:38.493 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 66.7704 ms
2026-06-10 09:58:41.538 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 64.2970 ms
2026-06-10 09:58:41.971 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 87.0245 ms
2026-06-10 09:58:42.873 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 85.4097 ms
2026-06-10 09:58:44.288 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 96.5215 ms
2026-06-10 09:58:46.219 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 72.9361 ms
2026-06-10 09:58:46.904 +05:00 [INF] HTTP GET /api/lookup/stack-availability responded 200 in 8.9687 ms
